['FXS'],['USDT'],['5'],,,"[('9.51000000', '9.97500000')]",['SHORT'],"{'T1': '9.02500000', 'T2': '8.55000000', 'T3': '8.07500000', 'T4': '7.60000000'}",['10']
['LDO'],['USDT'],['5'],,,"[('2.35000000', '2.46750000')]",['SHORT'],"{'T1': '2.23250000', 'T2': '2.11500000', 'T3': '1.99750000', 'T4': '1.88000000'}",['2.52918750']
['LDO'],['USDT'],['5'],,,"[('2.35000000', '2.46750000')]",['SHORT'],"{'T1': '2.23250000', 'T2': '2.11500000', 'T3': '1.99750000', 'T4': '1.88000000'}",['2.52918750']
['ADA'],['USDT'],['5'],,,"[('0.39150000', '0.41907500')]",['SHORT'],"{'T1': '0.37192500', 'T2': '0.35235000', 'T3': '0.33277500', 'T4': '0.31320000'}",['0.43135188']
['FIL'],['USDT'],['5'],,,"[('8.60000000', '9.16300000')]",['SHORT'],"{'T1': '8.0730000', 'T2': '7.52400000', 'T3': '7.01100000', 'T4': '6.49800000'}",['9.53489000']
['ADA'],['USDT'],['5'],,,"[('0.39150000', '0.41907500')]",['SHORT'],"{'T1': '0.37192500', 'T2': '0.35235000', 'T3': '0.33277500', 'T4': '0.31320000'}",['0.43135188']
['DOT'],['USDT'],['5'],,,"[('7.29700000', '7.78600000')]",['SHORT'],"{'T1': '6.95400000', 'T2': '6.58800000', 'T3': '6.22200000', 'T4': '5.85600000'}",['7.95815000']
['RLC'],['USDT'],['5'],,,"[('1.28000000', '1.34000000')]",['SHORT'],"{'T1': '1.21600000', 'T2': '1.15200000', 'T3': '1.08800000', 'T4': '1.02400000'}",['1.36700000']
['LTC'],['USDT'],['10'],,,"[('93.80000000', '98.38500000')]",['SHORT'],"{'T1': '89', 'T2': '84', 'T3': '79', 'T4': '74'}",['100']
['LTC'],['USDT'],['10'],,,"[('93.80000000', '98.38500000')]",['SHORT'],"{'T1': '89', 'T2': '84', 'T3': '79', 'T4': '74'}",['100']
['FXS'],['USDT'],['5'],,,"[('9.51000000', '9.97500000')]",['SHORT'],"{'T1': '9.02500000', 'T2': '8.55000000', 'T3': '8.07500000', 'T4': '7.60000000'}",['10']
['FXS'],['USDT'],['5'],,,"[('9.51000000', '9.97500000')]",['SHORT'],"{'T1': '9.02500000', 'T2': '8.55000000', 'T3': '8.07500000', 'T4': '7.60000000'}",['10']
['OP'],['USDT'],['5'],,,"[('2.4200000', '2.57100000')]",['SHORT'],"{'T1': '2.29900000', 'T2': '2.17800000', 'T3': '2.05700000', 'T4': '1.93600000'}",['2.60452500']
['OP'],['USDT'],['5'],,,"[('2.4200000', '2.57100000')]",['SHORT'],"{'T1': '2.29900000', 'T2': '2.17800000', 'T3': '2.05700000', 'T4': '1.93600000'}",['2.60452500']
['OP'],['USDT'],['5'],,,"[('2.4200000', '2.57100000')]",['SHORT'],"{'T1': '2.29900000', 'T2': '2.17800000', 'T3': '2.05700000', 'T4': '1.93600000'}",['2.60452500']
['ADA'],['USDT'],['5'],,,"[('0.39150000', '0.41907500')]",['SHORT'],"{'T1': '0.37192500', 'T2': '0.35235000', 'T3': '0.33277500', 'T4': '0.31320000'}",['0.43135188']
['FXS'],['USDT'],['5'],,,"[('9.51000000', '9.97500000')]",['SHORT'],"{'T1': '9.02500000', 'T2': '8.55000000', 'T3': '8.07500000', 'T4': '7.60000000'}",['10']
['SOL'],['USDT'],['5'],,,"[('19.06000000', '19.95000000')]",['SHORT'],"{'T1': '18', 'T2': '17', 'T3': '16', 'T4': '15'}",['20']
['SOL'],['USDT'],['5'],,,"[('19.06000000', '19.95000000')]",['SHORT'],"{'T1': '18', 'T2': '17', 'T3': '16', 'T4': '15'}",['20']
['SOL'],['USDT'],['5'],,,"[('19.06000000', '19.95000000')]",['SHORT'],"{'T1': '18', 'T2': '17', 'T3': '16', 'T4': '15'}",['20']
['FXS'],['USDT'],['5'],,,"[('9.51000000', '9.97500000')]",['SHORT'],"{'T1': '9.02500000', 'T2': '8.55000000', 'T3': '8.07500000', 'T4': '7.60000000'}",['10']
['LTC'],['USDT'],['10'],,,"[('93.80000000', '98.38500000')]",['SHORT'],"{'T1': '89', 'T2': '84', 'T3': '79', 'T4': '74'}",['100']
['OP'],['USDT'],['5'],,,"[('2.4200000', '2.57100000')]",['SHORT'],"{'T1': '2.29900000', 'T2': '2.17800000', 'T3': '2.05700000', 'T4': '1.93600000'}",['2.60452500']
['SOL'],['USDT'],['5'],,,"[('19.06000000', '19.95000000')]",['SHORT'],"{'T1': '18', 'T2': '17', 'T3': '16', 'T4': '15'}",['20']
['FXS'],['USDT'],['5'],,,"[('9.51000000', '9.97500000')]",['SHORT'],"{'T1': '9.02500000', 'T2': '8.55000000', 'T3': '8.07500000', 'T4': '7.60000000'}",['10']
['LDO'],['USDT'],['5'],,,"[('2.35000000', '2.46750000')]",['SHORT'],"{'T1': '2.23250000', 'T2': '2.11500000', 'T3': '1.99750000', 'T4': '1.88000000'}",['2.52918750']
['LDO'],['USDT'],['5'],,,"[('2.35000000', '2.46750000')]",['SHORT'],"{'T1': '2.23250000', 'T2': '2.11500000', 'T3': '1.99750000', 'T4': '1.88000000'}",['2.52918750']
['ADA'],['USDT'],['5'],,,"[('0.39150000', '0.41907500')]",['SHORT'],"['0.37192500', '0.35235000', '0.33277500', '0.31320000']",['0.43135188']
['FIL'],['USDT'],['5'],,,"[('8.60000000', '9.16300000')]",['SHORT'],"['8.0730000', '7.52400000', '7.01100000', '6.49800000']",['9.53489000']
['ADA'],['USDT'],['5'],,,"[('0.39150000', '0.41907500')]",['SHORT'],"['0.37192500', '0.35235000', '0.33277500', '0.31320000']",['0.43135188']
['DOT'],['USDT'],['5'],,,"[('7.29700000', '7.78600000')]",['SHORT'],"['6.95400000', '6.58800000', '6.22200000', '5.85600000']",['7.95815000']
['RLC'],['USDT'],['5'],,,"[('1.28000000', '1.34000000')]",['SHORT'],"['1.21600000', '1.15200000', '1.08800000', '1.02400000']",['1.36700000']
['LTC'],['USDT'],['10'],,,"[('93.80000000', '98.38500000')]",['SHORT'],"['89', '84', '79', '74']",['100']
['LTC'],['USDT'],['10'],,,"[('93.80000000', '98.38500000')]",['SHORT'],"['89', '84', '79', '74']",['100']
['FXS'],['USDT'],['5'],,,"[('9.51000000', '9.97500000')]",['SHORT'],"['9.02500000', '8.55000000', '8.07500000', '7.60000000']",['10']
['FXS'],['USDT'],['5'],,,"[('9.51000000', '9.97500000')]",['SHORT'],"['9.02500000', '8.55000000', '8.07500000', '7.60000000']",['10']
['OP'],['USDT'],['5'],,,"[('2.4200000', '2.57100000')]",['SHORT'],"['2.29900000', '2.17800000', '2.05700000', '1.93600000']",['2.60452500']
['OP'],['USDT'],['5'],,,"[('2.4200000', '2.57100000')]",['SHORT'],"['2.29900000', '2.17800000', '2.05700000', '1.93600000']",['2.60452500']
['OP'],['USDT'],['5'],,,"[('2.4200000', '2.57100000')]",['SHORT'],"['2.29900000', '2.17800000', '2.05700000', '1.93600000']",['2.60452500']
['ADA'],['USDT'],['5'],,,"[('0.39150000', '0.41907500')]",['SHORT'],"['0.37192500', '0.35235000', '0.33277500', '0.31320000']",['0.43135188']
['FXS'],['USDT'],['5'],,,"[('9.51000000', '9.97500000')]",['SHORT'],"['9.02500000', '8.55000000', '8.07500000', '7.60000000']",['10']
['SOL'],['USDT'],['5'],,,"[('19.06000000', '19.95000000')]",['SHORT'],"['18', '17', '16', '15']",['20']
['SOL'],['USDT'],['5'],,,"[('19.06000000', '19.95000000')]",['SHORT'],"['18', '17', '16', '15']",['20']
['SOL'],['USDT'],['5'],,,"[('19.06000000', '19.95000000')]",['SHORT'],"['18', '17', '16', '15']",['20']
['FXS'],['USDT'],['5'],,,"[('9.51000000', '9.97500000')]",['SHORT'],"['9.02500000', '8.55000000', '8.07500000', '7.60000000']",['10']
['LTC'],['USDT'],['10'],,,"[('93.80000000', '98.38500000')]",['SHORT'],"['89', '84', '79', '74']",['100']
['OP'],['USDT'],['5'],,,"[('2.4200000', '2.57100000')]",['SHORT'],"['2.29900000', '2.17800000', '2.05700000', '1.93600000']",['2.60452500']
['SOL'],['USDT'],['5'],,,"[('19.06000000', '19.95000000')]",['SHORT'],"['18', '17', '16', '15']",['20']
['FXS'],['USDT'],['5'],,,"[('9.51000000', '9.97500000')]",['SHORT'],"['9.02500000', '8.55000000', '8.07500000', '7.60000000']",['10']
['LDO'],['USDT'],['5'],,,"[('2.35000000', '2.46750000')]",['SHORT'],"['2.23250000', '2.11500000', '1.99750000', '1.88000000']",['2.52918750']
['LDO'],['USDT'],['5'],,,"[('2.35000000', '2.46750000')]",['SHORT'],"['2.23250000', '2.11500000', '1.99750000', '1.88000000']",['2.52918750']
