Name,Date,Time,Cleaned_text,Call
BitmexCourses,2022-10-04,03:47:04,"['RUNE', 'RUNEUSDT', 'BinanceBuy', 'Between', '1.50', '-', '1.64Targets', '1.74', '-', '1.86', '-', '2.00', '-', '2.16Stop', 'Loss', '1.33Leverage', '2xhttpswww.tradingview.comxe8FwxKIG', 'BitmexCourses']","[array('RUNE', dtype='<U4'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', array('2', dtype='<U1'), ['1.74', '1.86', '2.00', '2.16'], array('1.33', dtype='<U4')]"
BitmexCourses,2022-10-04,03:48:28,"['SKL', 'SKLUSDT', 'BinanceBuy', 'Between', '0.036', '-', '0.040Targets', '0.043', '-', '0.047', '-', '0.052', '-', '0.056Stop', 'Loss', '0.032Leverage', '2xhttpswww.tradingview.comxeuzzeeXD', 'BitmexCourses']","[array('SKL', dtype='<U3'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', array('2', dtype='<U1'), ['0.043', '0.047', '0.052', '0.056'], array('0.032', dtype='<U5')]"
BitmexCourses,2022-10-13,07:07:02,"['US', 'CPI', 'Inflation', 'data', 'coming', 'today', 'around', '1230', 'PM', 'GMT', 'Expecting', 'Massive', 'Volatility', 'Close', 'All', 'LONG', 'Positions..', 'BitmexCourses']","['None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
BitmexCourses,2022-10-17,14:43:23,"['RUNE', 'RUNEUSDT', 'BinanceBuy', 'Between', '1.45', '-', '1.55Targets', '1.66', '-', '1.80', '-', '1.92', '-', '2.08', 'Stop', 'Loss', '1.33Leverage', '3xhttpswww.tradingview.comxsaKAHAVN', 'BitmexCourses']","[array('RUNE', dtype='<U4'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', array('3', dtype='<U1'), ['1.66', '1.80', '1.92', '2.08'], array('1.33', dtype='<U4')]"
BitmexCourses,2022-10-17,14:46:09,"['AVAX', 'AVAXUSDT', 'BinanceBuy', 'Between', '15.80', '-', '16.15Targets', '16.99', '-', '17.80', '-', '19.40', '-', '21.00Stop', 'Loss', '14.60Leverage', '2-3xhttpswww.tradingview.comxsaKAHAVN', 'BitmexCourses']","[array('AVAX', dtype='<U4'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', array('3', dtype='<U1'), ['16.99', '17.80', '19.40', '21.00'], array('14', dtype='<U2')]"
BitmexCourses,2022-10-25,05:18:17,"['OP', 'OPUSDT', 'BinanceBuy', 'Between', '0.82', '-', '0.86Targets', '0.94', '-', '1.05', '-', '1.18', '-', '1.36Stop', 'Loss', '0.72httpswww.tradingview.comxhhUNWwds', 'BitmexCourses']","[array('OP', dtype='<U2'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', 'None', ['0.94', '1.05', '1.18', '1.36'], array('0.72', dtype='<U4')]"
BitmexCourses,2022-10-25,05:44:35,"['ALICE', 'ALICEUSDT', 'BinanceBuy', 'Between', '1.45', '-', '1.53Targets', '1.64', '-', '1.74', '-', '1.86', '-', '2.00Stop', 'Loss', '1.30httpswww.tradingview.comxM4MU0kYW', 'BitmexCourses']","[array('ALICE', dtype='<U5'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', 'None', ['1.64', '1.74', '1.86', '2.00'], array('1.30', dtype='<U4')]"
BitmexCourses,2022-10-25,05:46:18,"['ENJ', 'ENJUSDT', 'BinanceBuy', 'Between', '0.38', '-', '0.430', 'Targets', '0.48', '-', '0.52', '-', '0.55', '-', '0.58Stop', 'Loss', '0.33httpswww.tradingview.comxv0mM8f8u', 'BitmexCourses']","[array('ENJ', dtype='<U3'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', 'None', ['0.48', '0.52', '0.55', '0.58'], array('0.33', dtype='<U4')]"
BitmexCourses,2022-10-25,15:36:47,"['AVAX', 'AVAXUSDT', 'BinanceBuy', 'Between', '15.90', '-', '16.30Targets', '16.99', '-', '17.80', '-', '19.40', '-', '21.00Stop', 'Loss', '14.60Leverage', '2-3xhttpswww.tradingview.comxs00xs8l3', 'BitmexCourses']","[array('AVAX', dtype='<U4'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', ['3', '00'], ['16.99', '17.80', '19.40', '21.00'], array('14', dtype='<U2')]"
BitmexCourses,2022-10-26,15:58:32,"['DYDX', 'DYDXUSDT', 'BinanceBuy', 'Between', '1.45', '-', '1.62Targets', '1.80', '-', '2.0', '-', '2.25', '-', '2.60Stop', 'Loss', '1.20httpswww.tradingview.comxY9EQvbae', 'BitmexCourses']","[array('DYDX', dtype='<U4'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', 'None', ['1.80', '2.0', '2.25', '2.60'], array('1.20', dtype='<U4')]"
BitmexCourses,2022-10-27,00:49:28,"['APT', 'APTUSDT', 'BinanceBuy', '9.00', '-', '9.40Targets', '10', '-', '10.50', '-', '11', '-', '12Stop', 'Loss', '8.20Leverage', '5xhttpswww.tradingview.comxdPxLx4Sl', 'BitmexCourses']","[array('APT', dtype='<U3'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', array('5', dtype='<U1'), ['10', '10.50', '11', '12'], array('8.20', dtype='<U4')]"
BitmexCourses,2022-10-28,16:21:26,"['FTM', 'FTMUSDT', 'BinanceBuy', 'Between', '0.226', '-', '0.215Targets', '0.237', '-', '0.252', '-', '0.266', '-', '0.290Stop', 'Loss', '0.210Leverage', '2xhttpswww.tradingview.comxVp38DVvU', 'BitmexCourses']","[array('FTM', dtype='<U3'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', array('2', dtype='<U1'), ['0.237', '0.252', '0.266', '0.290'], array('0.210', dtype='<U5')]"
BitmexCourses,2022-10-28,17:06:50,"['APE', 'APEUSDT', 'BinanceBuy', '4.90', '-', '5.05Targets', '5.40', '-', '6.00', '-', '6.60', '-', '7.10Stop', 'Loss', '4.40Leverage', '2-3xhttpswww.tradingview.comxrtCf41J5', 'BitmexCourses']","[array('APE', dtype='<U3'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', array('3', dtype='<U1'), ['5.40', '6.00', '6.60', '7.10'], array('4.40', dtype='<U4')]"
BitmexCourses,2022-10-29,03:39:48,"['C98', 'C98USDT', 'BinanceBuy', '0.33', '-', '0.35Targets', '0.38', '-', '0.42', '-', '0.46', '-', '0.50', 'Stop', 'Loss', '0.27Leverage', '3xhttpswww.tradingview.comx7Q8Oe5Yz', 'BitmexCourses']","[array('C98', dtype='<U3'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', array('3', dtype='<U1'), ['0.38', '0.42', '0.46', '0.50'], array('0.27', dtype='<U4')]"
BitmexCourses,2022-10-29,04:23:28,"['PYR', 'PYRUSDT', 'BinanceBuy', '4.20', '-', '4.60Targets', '5.10', '-', '5.60', '-', '6.20', '-', '7.00Stop', 'Loss', '3.80httpswww.tradingview.comxt0E1p6lQ', 'BitmexCourses']","[array('PYR', dtype='<U3'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', 'None', ['5.10', '5.60', '6.20', '7.00'], array('3.80', dtype='<U4')]"
BitmexCourses,2022-10-30,02:57:09,"['JASMY', 'JASMYUSDT', 'BinanceBuy', 'Between', '0.0055', '-', '0.0057Targets', '0.0062', '-', '0.0067', '-', '0.0076', '-', '0.0088Stop', 'Loss', '0.0050httpswww.tradingview.comx3R8fsIl5', 'BitmexCourses']","[array('JASMY', dtype='<U5'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', 'None', ['0.0062', '0.0067', '0.0076', '0.0088'], array('0.0050', dtype='<U6')]"
BitmexCourses,2022-10-30,03:09:21,"['IOTX', 'IOTXUSDT', 'BinanceBuy', 'Between', '0.0270', '-', '0.0294Targets', '0.0315', '-', '0.0340', '-', '0.0366', '-', '0.0400Stop', 'Loss', '0.0240httpswww.tradingview.comx7sZc68Tc', 'BitmexCourses']","[array('IOTX', dtype='<U4'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', 'None', ['0.0315', '0.0340', '0.0366', '0.0400'], array('0.0240', dtype='<U6')]"
BitmexCourses,2022-10-30,03:35:38,"['WAVES', 'WAVEUSDT', 'BinanceBuy', '3.33', '-', '3.60Targets', '3.90', '-', '4.20', '-', '4.60', '-', '5.00Stop', 'Loss', '3.00Leverage', '2-3xhttpswww.tradingview.comxiJccwYyq', 'BitmexCourses']","[array('WAVE', dtype='<U4'), array('USDT', dtype='<U4'), array('Binance', dtype='<U7'), array('Buy', dtype='<U3'), 'None', array('3', dtype='<U1'), ['3.90', '4.20', '4.60', '5.00'], array('3.00', dtype='<U4')]"
